,contour,moments,area_pixels,area_Hm^2
66,"[[[1101  195]]

 [[1095  202]]

 [[1097  212]]

 [[1094  215]]

 [[1090  215]]

 [[1085  219]]

 [[1087  224]]

 [[1087  233]]

 [[1081  237]]

 [[1080  243]]

 [[1086  258]]

 [[1087  270]]

 [[1091  265]]

 [[1094  265]]

 [[1096  272]]

 [[1100  273]]

 [[1104  270]]

 [[1111  269]]

 [[1114  271]]

 [[1114  276]]

 [[1107  284]]

 [[1106  290]]

 [[1102  290]]

 [[1098  286]]

 [[1083  286]]

 [[1084  294]]

 [[1082  299]]

 [[1076  305]]

 [[1076  308]]

 [[1073  312]]

 [[1073  318]]

 [[1078  328]]

 [[1093  342]]

 [[1103  347]]

 [[1102  353]]

 [[1098  360]]

 [[1090  364]]

 [[1090  369]]

 [[1101  364]]

 [[1113  364]]

 [[1117  368]]

 [[1117  371]]

 [[1112  377]]

 [[1105  377]]

 [[1102  382]]

 [[1093  378]]

 [[1090  379]]

 [[1087  382]]

 [[1087  385]]

 [[1090  387]]

 [[1089  398]]

 [[1084  403]]

 [[1078  402]]

 [[1075  400]]

 [[1074  397]]

 [[1075  387]]

 [[1073  385]]

 [[1073  382]]

 [[1077  378]]

 [[1079  378]]

 [[1078  369]]

 [[1074  364]]

 [[1072  355]]

 [[1065  355]]

 [[1060  350]]

 [[1056  352]]

 [[1050  352]]

 [[1044  356]]

 [[1038  356]]

 [[1037  362]]

 [[1032  367]]

 [[1030  367]]

 [[1030  396]]

 [[1039  414]]

 [[1045  420]]

 [[1046  426]]

 [[1052  430]]

 [[1057  436]]

 [[1067  437]]

 [[1085  436]]

 [[1087  430]]

 [[1091  431]]

 [[1091  436]]

 [[1099  432]]

 [[1101  424]]

 [[1098  418]]

 [[1095  418]]

 [[1091  421]]

 [[1086  421]]

 [[1082  416]]

 [[1083  407]]

 [[1085  405]]

 [[1089  405]]

 [[1097  414]]

 [[1102  416]]

 [[1099  414]]

 [[1098  408]]

 [[1091  401]]

 [[1092  398]]

 [[1099  398]]

 [[1112  407]]

 [[1111  431]]

 [[1109  437]]

 [[1111  442]]

 [[1121  453]]

 [[1128  465]]

 [[1134  465]]

 [[1145  469]]

 [[1150  469]]

 [[1165  478]]

 [[1175  478]]

 [[1176  481]]

 [[1174  482]]

 [[1173  487]]

 [[1180  493]]

 [[1188  493]]

 [[1199  490]]

 [[1221  489]]

 [[1227  496]]

 [[1243  500]]

 [[1247  504]]

 [[1247  509]]

 [[1252  513]]

 [[1276  513]]

 [[1278  515]]

 [[1282  524]]

 [[1282  532]]

 [[1276  538]]

 [[1278  552]]

 [[1271  561]]

 [[1260  562]]

 [[1251  569]]

 [[1246  569]]

 [[1244  572]]

 [[1234  573]]

 [[1228  580]]

 [[1224  582]]

 [[1211  582]]

 [[1204  586]]

 [[1199  586]]

 [[1193  579]]

 [[1192  571]]

 [[1187  571]]

 [[1187  581]]

 [[1193  603]]

 [[1199  610]]

 [[1200  615]]

 [[1198  629]]

 [[1199  644]]

 [[1207  649]]

 [[1213  650]]

 [[1221  654]]

 [[1231  663]]

 [[1240  667]]

 [[1247  675]]

 [[1252  684]]

 [[1253  689]]

 [[1257  692]]

 [[1266  693]]

 [[1275  698]]

 [[1283  699]]

 [[1295  706]]

 [[1319  710]]

 [[1339  709]]

 [[1348  705]]

 [[1363  695]]

 [[1371  692]]

 [[1390  689]]

 [[1405  681]]

 [[1439  672]]

 [[1442  669]]

 [[1441  662]]

 [[1428  649]]

 [[1420  645]]

 [[1415  636]]

 [[1415  626]]

 [[1412  618]]

 [[1406  609]]

 [[1394  599]]

 [[1380  583]]

 [[1364  580]]

 [[1357  574]]

 [[1357  570]]

 [[1363  560]]

 [[1365  550]]

 [[1349  526]]

 [[1348  516]]

 [[1351  513]]

 [[1351  511]]

 [[1347  506]]

 [[1344  497]]

 [[1337  497]]

 [[1334  494]]

 [[1335  481]]

 [[1334  478]]

 [[1323  467]]

 [[1322  449]]

 [[1320  445]]

 [[1320  441]]

 [[1322  438]]

 [[1329  437]]

 [[1345  428]]

 [[1347  422]]

 [[1355  416]]

 [[1354  395]]

 [[1349  387]]

 [[1342  381]]

 [[1338  374]]

 [[1331  367]]

 [[1324  364]]

 [[1320  360]]

 [[1318  353]]

 [[1315  349]]

 [[1315  343]]

 [[1317  341]]

 [[1322  342]]

 [[1321  337]]

 [[1311  326]]

 [[1305  325]]

 [[1298  327]]

 [[1294  325]]

 [[1284  325]]

 [[1280  322]]

 [[1279  315]]

 [[1266  315]]

 [[1265  321]]

 [[1259  325]]

 [[1257  331]]

 [[1253  335]]

 [[1249  335]]

 [[1244  341]]

 [[1238  342]]

 [[1234  345]]

 [[1224  345]]

 [[1218  341]]

 [[1216  342]]

 [[1216  350]]

 [[1211  356]]

 [[1208  357]]

 [[1206  362]]

 [[1207  374]]

 [[1211  378]]

 [[1213  394]]

 [[1219  394]]

 [[1225  398]]

 [[1234  411]]

 [[1235  420]]

 [[1231  424]]

 [[1229  431]]

 [[1234  434]]

 [[1241  433]]

 [[1250  427]]

 [[1266  427]]

 [[1271  430]]

 [[1276  430]]

 [[1283  438]]

 [[1284  448]]

 [[1283  455]]

 [[1278  459]]

 [[1262  460]]

 [[1246  451]]

 [[1240  450]]

 [[1230  458]]

 [[1213  461]]

 [[1209  458]]

 [[1211  454]]

 [[1211  449]]

 [[1205  441]]

 [[1201  429]]

 [[1198  425]]

 [[1198  421]]

 [[1196  419]]

 [[1188  419]]

 [[1186  417]]

 [[1186  414]]

 [[1189  412]]

 [[1193  412]]

 [[1195  414]]

 [[1200  412]]

 [[1202  410]]

 [[1202  404]]

 [[1196  398]]

 [[1186  382]]

 [[1186  376]]

 [[1189  369]]

 [[1186  344]]

 [[1180  341]]

 [[1171  328]]

 [[1172  324]]

 [[1175  321]]

 [[1179  321]]

 [[1182  318]]

 [[1182  313]]

 [[1184  310]]

 [[1188  309]]

 [[1182  307]]

 [[1182  304]]

 [[1180  302]]

 [[1182  295]]

 [[1185  293]]

 [[1191  293]]

 [[1194  296]]

 [[1194  298]]

 [[1198  300]]

 [[1197  286]]

 [[1194  275]]

 [[1190  270]]

 [[1187  260]]

 [[1183  257]]

 [[1183  265]]

 [[1186  268]]

 [[1183  277]]

 [[1186  281]]

 [[1186  286]]

 [[1182  290]]

 [[1177  290]]

 [[1173  285]]

 [[1174  278]]

 [[1178  276]]

 [[1175  270]]

 [[1174  262]]

 [[1166  262]]

 [[1160  256]]

 [[1156  262]]

 [[1151  264]]

 [[1153  267]]

 [[1153  271]]

 [[1143  282]]

 [[1143  292]]

 [[1140  293]]

 [[1136  287]]

 [[1136  280]]

 [[1130  268]]

 [[1129  261]]

 [[1136  254]]

 [[1140  254]]

 [[1142  256]]

 [[1142  260]]

 [[1148  261]]

 [[1146  258]]

 [[1147  247]]

 [[1144  245]]

 [[1135  245]]

 [[1128  241]]

 [[1122  245]]

 [[1114  244]]

 [[1112  246]]

 [[1110  246]]

 [[1107  243]]

 [[1104  237]]

 [[1104  230]]

 [[1099  214]]

 [[1099  211]]

 [[1107  198]]

 [[1104  195]]]","[1242, 481]",73465.5,13416.885820731974
67,"[[[1214  124]]

 [[1210  143]]

 [[1215  154]]

 [[1215  157]]

 [[1225  158]]

 [[1229  163]]

 [[1228  170]]

 [[1233  169]]

 [[1236  175]]

 [[1236  178]]

 [[1234  180]]

 [[1229  181]]

 [[1222  187]]

 [[1218  197]]

 [[1219  201]]

 [[1217  207]]

 [[1221  214]]

 [[1226  213]]

 [[1228  215]]

 [[1226  224]]

 [[1230  226]]

 [[1235  232]]

 [[1234  239]]

 [[1229  245]]

 [[1229  250]]

 [[1226  257]]

 [[1226  261]]

 [[1228  261]]

 [[1231  258]]

 [[1239  258]]

 [[1248  251]]

 [[1246  240]]

 [[1249  233]]

 [[1257  230]]

 [[1258  233]]

 [[1262  236]]

 [[1262  241]]

 [[1266  242]]

 [[1266  230]]

 [[1255  228]]

 [[1249  233]]

 [[1244  233]]

 [[1240  228]]

 [[1240  225]]

 [[1235  217]]

 [[1236  212]]

 [[1242  206]]

 [[1247  206]]

 [[1253  213]]

 [[1255  213]]

 [[1255  210]]

 [[1250  204]]

 [[1250  197]]

 [[1246  193]]

 [[1241  193]]

 [[1239  191]]

 [[1238  181]]

 [[1242  179]]

 [[1247  184]]

 [[1251  184]]

 [[1251  181]]

 [[1246  175]]

 [[1246  171]]

 [[1231  167]]

 [[1230  164]]

 [[1232  162]]

 [[1245  163]]

 [[1251  151]]

 [[1244  146]]

 [[1240  136]]

 [[1232  136]]

 [[1230  134]]

 [[1230  131]]

 [[1226  127]]

 [[1220  124]]]","[1233, 187]",2612.0,477.0253488202206
68,"[[[1239   62]]

 [[1231   62]]

 [[1235   78]]

 [[1230   84]]

 [[1223   86]]

 [[1220   84]]

 [[1218   79]]

 [[1215   78]]

 [[1211   88]]

 [[1202   96]]

 [[1202  100]]

 [[1205  103]]

 [[1209  112]]

 [[1212  112]]

 [[1220  105]]

 [[1226  103]]

 [[1230   96]]

 [[1239   89]]

 [[1242   89]]

 [[1244   91]]

 [[1244  103]]

 [[1252  108]]

 [[1250  102]]

 [[1246   99]]

 [[1250   92]]

 [[1248   86]]

 [[1248   79]]

 [[1244   74]]]","[1226, 89]",1000.5,182.71970195047118
69,"[[[1493  641]]

 [[1489  645]]

 [[1487  651]]

 [[1487  662]]

 [[1492  672]]

 [[1498  678]]

 [[1499  681]]

 [[1508  689]]

 [[1512  689]]

 [[1518  683]]

 [[1521  662]]

 [[1515  654]]

 [[1514  650]]

 [[1507  648]]

 [[1503  642]]]","[1503, 664]",1113.0,203.26539557308786
70,"[[[1437  630]]

 [[1437  638]]

 [[1440  638]]

 [[1451  646]]

 [[1462  666]]

 [[1466  681]]

 [[1466  700]]

 [[1464  710]]

 [[1466  711]]

 [[1477  708]]

 [[1490  709]]

 [[1496  700]]

 [[1495  692]]

 [[1492  686]]

 [[1485  677]]

 [[1483  677]]

 [[1480  674]]

 [[1479  670]]

 [[1464  657]]

 [[1457  643]]

 [[1445  633]]

 [[1441  632]]

 [[1440  630]]]","[1472, 680]",1343.5,245.36123895098254
71,"[[[1551  523]]

 [[1545  527]]

 [[1543  532]]

 [[1543  539]]

 [[1548  545]]

 [[1554  548]]

 [[1560  548]]

 [[1568  541]]

 [[1571  534]]

 [[1570  529]]

 [[1563  524]]]","[1556, 535]",537.5,98.16275841916867
72,"[[[1636  469]]

 [[1632  469]]

 [[1630  471]]

 [[1630  474]]

 [[1633  478]]

 [[1633  481]]

 [[1630  484]]

 [[1616  482]]

 [[1609  484]]

 [[1605  490]]

 [[1594  488]]

 [[1592  490]]

 [[1593  494]]

 [[1595  495]]

 [[1594  500]]

 [[1590  501]]

 [[1587  497]]

 [[1584  499]]

 [[1583  507]]

 [[1585  510]]

 [[1585  516]]

 [[1583  517]]

 [[1583  524]]

 [[1585  526]]

 [[1589  524]]

 [[1588  516]]

 [[1598  512]]

 [[1606  504]]

 [[1616  505]]

 [[1624  502]]

 [[1631  493]]

 [[1641  497]]

 [[1646  492]]

 [[1648  485]]]","[1614, 494]",1253.0,228.83336985901087
73,"[[[1694  457]]

 [[1691  459]]

 [[1689  464]]

 [[1693  476]]

 [[1693  488]]

 [[1695  490]]

 [[1695  494]]

 [[1697  495]]

 [[1702  504]]

 [[1702  510]]

 [[1707  512]]

 [[1710  509]]

 [[1712  480]]

 [[1702  463]]

 [[1696  457]]]","[1701, 483]",734.0,134.04923661333916
74,"[[[1650  446]]

 [[1647  452]]

 [[1646  463]]

 [[1647  468]]

 [[1655  481]]

 [[1662  485]]

 [[1668  485]]

 [[1671  487]]

 [[1678  487]]

 [[1681  485]]

 [[1682  475]]

 [[1678  465]]

 [[1667  453]]

 [[1662  445]]

 [[1654  444]]]","[1663, 466]",1043.0,190.48140843012638
75,"[[[1098  439]]

 [[1095  441]]

 [[1096  450]]

 [[1091  453]]

 [[1087  452]]

 [[1081  447]]

 [[1074  446]]

 [[1066  447]]

 [[1060  456]]

 [[1052  455]]

 [[1052  461]]

 [[1061  460]]

 [[1063  463]]

 [[1063  467]]

 [[1060  470]]

 [[1054  471]]

 [[1052  479]]

 [[1049  482]]

 [[1049  484]]

 [[1052  484]]

 [[1052  480]]

 [[1054  478]]

 [[1059  478]]

 [[1062  481]]

 [[1064  486]]

 [[1062  490]]

 [[1062  502]]

 [[1059  506]]

 [[1054  506]]

 [[1049  501]]

 [[1049  495]]

 [[1052  491]]

 [[1051  489]]

 [[1043  490]]

 [[1032  487]]

 [[1028  488]]

 [[1042  513]]

 [[1042  524]]

 [[1039  529]]

 [[1032  534]]

 [[1015  532]]

 [[1012  534]]

 [[1005  533]]

 [[1005  542]]

 [[1007  543]]

 [[1007  547]]

 [[1009  549]]

 [[1014  550]]

 [[1021  545]]

 [[1032  544]]

 [[1035  542]]

 [[1054  542]]

 [[1058  545]]

 [[1066  545]]

 [[1070  547]]

 [[1075  554]]

 [[1083  561]]

 [[1086  560]]

 [[1086  557]]

 [[1092  547]]

 [[1096  530]]

 [[1091  532]]

 [[1081  530]]

 [[1076  522]]

 [[1070  525]]

 [[1068  521]]

 [[1062  516]]

 [[1061  511]]

 [[1066  501]]

 [[1069  501]]

 [[1074  508]]

 [[1080  513]]

 [[1080  515]]

 [[1086  514]]

 [[1089  516]]

 [[1088  511]]

 [[1092  507]]

 [[1096  506]]

 [[1101  514]]

 [[1101  516]]

 [[1098  518]]

 [[1099  522]]

 [[1100  517]]

 [[1102  516]]

 [[1105  510]]

 [[1105  505]]

 [[1108  500]]

 [[1110  483]]

 [[1112  479]]

 [[1120  471]]

 [[1115  463]]

 [[1109  464]]

 [[1106  461]]

 [[1106  464]]

 [[1109  466]]

 [[1109  472]]

 [[1106  475]]

 [[1104  475]]

 [[1101  472]]

 [[1101  466]]

 [[1096  460]]

 [[1096  450]]

 [[1099  446]]]","[1070, 501]",5188.0,947.4760756812038
76,"[[[1589  435]]

 [[1583  438]]

 [[1577  444]]

 [[1576  453]]

 [[1579  457]]

 [[1584  460]]

 [[1594  461]]

 [[1602  455]]

 [[1605  441]]

 [[1600  436]]]","[1590, 447]",574.0,104.8286945722843
77,"[[[1672  416]]

 [[1669  417]]

 [[1666  421]]

 [[1666  435]]

 [[1678  452]]

 [[1681  452]]

 [[1688  444]]

 [[1688  439]]

 [[1690  436]]

 [[1689  427]]

 [[1685  419]]

 [[1680  416]]]","[1677, 432]",643.5,117.52136752136751
78,"[[[1506  305]]

 [[1503  305]]

 [[1503  308]]

 [[1499  311]]

 [[1482  313]]

 [[1466  303]]

 [[1458  301]]

 [[1453  297]]

 [[1449  297]]

 [[1444  294]]

 [[1437  294]]

 [[1423  303]]

 [[1418  313]]

 [[1417  320]]

 [[1427  329]]

 [[1427  333]]

 [[1422  339]]

 [[1415  341]]

 [[1413  338]]

 [[1413  332]]

 [[1411  328]]

 [[1407  325]]

 [[1400  326]]

 [[1400  328]]

 [[1410  338]]

 [[1412  343]]

 [[1411  349]]

 [[1402  360]]

 [[1391  365]]

 [[1388  364]]

 [[1387  357]]

 [[1392  348]]

 [[1392  344]]

 [[1389  338]]

 [[1390  330]]

 [[1387  330]]

 [[1385  328]]

 [[1373  327]]

 [[1365  330]]

 [[1358  337]]

 [[1352  338]]

 [[1351  343]]

 [[1346  351]]

 [[1347  361]]

 [[1345  362]]

 [[1345  366]]

 [[1347  366]]

 [[1348  361]]

 [[1355  362]]

 [[1359  366]]

 [[1361  366]]

 [[1367  374]]

 [[1374  373]]

 [[1378  361]]

 [[1381  361]]

 [[1386  365]]

 [[1388  383]]

 [[1376  383]]

 [[1366  394]]

 [[1364  402]]

 [[1365  411]]

 [[1371  420]]

 [[1385  417]]

 [[1386  423]]

 [[1382  428]]

 [[1382  437]]

 [[1375  436]]

 [[1371  439]]

 [[1365  439]]

 [[1358  434]]

 [[1348  436]]

 [[1340  442]]

 [[1337  442]]

 [[1333  446]]

 [[1332  450]]

 [[1341  469]]

 [[1341  478]]

 [[1346  486]]

 [[1347  492]]

 [[1357  499]]

 [[1360  506]]

 [[1371  517]]

 [[1383  526]]

 [[1386  526]]

 [[1387  528]]

 [[1396  533]]

 [[1402  539]]

 [[1406  539]]

 [[1413  533]]

 [[1413  531]]

 [[1410  528]]

 [[1410  525]]

 [[1417  519]]

 [[1417  515]]

 [[1415  513]]

 [[1416  486]]

 [[1422  469]]

 [[1423  454]]

 [[1427  448]]

 [[1427  444]]

 [[1430  438]]

 [[1430  429]]

 [[1436  420]]

 [[1438  412]]

 [[1450  385]]

 [[1451  372]]

 [[1464  357]]

 [[1468  356]]

 [[1476  350]]

 [[1480  342]]

 [[1496  340]]

 [[1508  328]]

 [[1510  309]]]","[1408, 405]",17520.5,3199.7406676893856
79,"[[[1645  301]]

 [[1639  290]]

 [[1633  286]]

 [[1626  284]]

 [[1606  286]]

 [[1599  292]]

 [[1599  296]]

 [[1603  300]]

 [[1603  302]]

 [[1600  305]]

 [[1588  304]]

 [[1580  297]]

 [[1576  296]]

 [[1552  319]]

 [[1544  331]]

 [[1541  329]]

 [[1541  332]]

 [[1545  333]]

 [[1550  337]]

 [[1556  337]]

 [[1562  340]]

 [[1572  340]]

 [[1582  337]]

 [[1588  332]]

 [[1597  332]]

 [[1609  344]]

 [[1617  348]]

 [[1637  348]]

 [[1640  343]]

 [[1643  322]]

 [[1646  314]]]","[1603, 317]",4151.0,758.090437577617
80,"[[[1654  283]]

 [[1650  288]]

 [[1650  293]]

 [[1654  306]]

 [[1654  315]]

 [[1652  319]]

 [[1652  329]]

 [[1647  340]]

 [[1647  348]]

 [[1656  352]]

 [[1668  353]]

 [[1674  347]]

 [[1672  343]]

 [[1672  335]]

 [[1674  330]]

 [[1669  318]]

 [[1669  309]]

 [[1671  302]]

 [[1667  299]]

 [[1660  286]]]","[1660, 322]",1239.0,226.27657243041858
81,"[[[1677  272]]

 [[1674  284]]

 [[1676  290]]

 [[1680  294]]

 [[1688  295]]

 [[1693  299]]

 [[1716  299]]

 [[1722  305]]

 [[1730  304]]

 [[1734  309]]

 [[1739  308]]

 [[1731  298]]

 [[1727  297]]

 [[1721  291]]

 [[1721  287]]

 [[1724  284]]

 [[1732  282]]

 [[1732  279]]

 [[1729  275]]

 [[1729  268]]

 [[1731  266]]

 [[1730  259]]

 [[1726  256]]

 [[1707  256]]

 [[1702  262]]

 [[1699  262]]

 [[1691  269]]

 [[1681  269]]]","[1706, 280]",1954.5,356.9471838702608
82,"[[[1623  185]]

 [[1620  199]]

 [[1620  211]]

 [[1616  224]]

 [[1610  234]]

 [[1609  241]]

 [[1619  241]]

 [[1643  254]]

 [[1655  265]]

 [[1657  270]]

 [[1656  273]]

 [[1652  273]]

 [[1652  278]]

 [[1658  278]]

 [[1656  276]]

 [[1656  273]]

 [[1659  272]]

 [[1662  260]]

 [[1656  251]]

 [[1646  243]]

 [[1645  237]]

 [[1637  229]]

 [[1635  224]]

 [[1634  209]]

 [[1632  203]]

 [[1629  200]]

 [[1629  191]]

 [[1627  186]]]","[1632, 231]",1395.5,254.85791511432535
83,"[[[1458  108]]

 [[1455  115]]

 [[1450  118]]

 [[1456  160]]

 [[1463  160]]

 [[1467  163]]

 [[1469  167]]

 [[1469  172]]

 [[1466  177]]

 [[1471  178]]

 [[1475  182]]

 [[1481  193]]

 [[1480  201]]

 [[1478  204]]

 [[1476  204]]

 [[1474  211]]

 [[1476  219]]

 [[1485  228]]

 [[1485  235]]

 [[1488  242]]

 [[1488  226]]

 [[1483  217]]

 [[1481  216]]

 [[1479  210]]

 [[1481  203]]

 [[1485  203]]

 [[1489  207]]

 [[1491  212]]

 [[1496  207]]

 [[1496  204]]

 [[1484  191]]

 [[1484  189]]

 [[1489  185]]

 [[1489  179]]

 [[1491  176]]

 [[1497  178]]

 [[1501  183]]

 [[1503  189]]

 [[1506  191]]

 [[1507  194]]

 [[1506  203]]

 [[1514  207]]

 [[1519  220]]

 [[1522  222]]

 [[1535  223]]

 [[1535  225]]

 [[1526  231]]

 [[1520  231]]

 [[1512  222]]

 [[1512  217]]

 [[1509  214]]

 [[1506  214]]

 [[1498  220]]

 [[1492  228]]

 [[1492  231]]

 [[1495  235]]

 [[1495  243]]

 [[1497  247]]

 [[1502  243]]

 [[1507  244]]

 [[1507  251]]

 [[1509  253]]

 [[1509  256]]

 [[1504  257]]

 [[1499  250]]

 [[1497  250]]

 [[1497  254]]

 [[1499  259]]

 [[1501  256]]

 [[1503  257]]

 [[1504  270]]

 [[1518  298]]

 [[1525  304]]

 [[1534  305]]

 [[1539  309]]

 [[1539  311]]

 [[1541  311]]

 [[1544  308]]

 [[1554  305]]

 [[1573  285]]

 [[1571  279]]

 [[1571  271]]

 [[1574  267]]

 [[1579  267]]

 [[1580  265]]

 [[1582  265]]

 [[1583  272]]

 [[1587  274]]

 [[1593  268]]

 [[1600  266]]

 [[1600  253]]

 [[1594  249]]

 [[1587  239]]

 [[1581  236]]

 [[1580  245]]

 [[1575  250]]

 [[1573  250]]

 [[1568  245]]

 [[1566  236]]

 [[1560  230]]

 [[1557  223]]

 [[1558  219]]

 [[1566  216]]

 [[1566  214]]

 [[1557  203]]

 [[1558  200]]

 [[1554  197]]

 [[1546  197]]

 [[1547  202]]

 [[1556  204]]

 [[1556  219]]

 [[1545  214]]

 [[1542  211]]

 [[1540  205]]

 [[1540  194]]

 [[1546  176]]

 [[1543  176]]

 [[1542  181]]

 [[1538  184]]

 [[1537  188]]

 [[1533  189]]

 [[1527  182]]

 [[1522  181]]

 [[1518  178]]

 [[1517  171]]

 [[1514  166]]

 [[1515  160]]

 [[1510  158]]

 [[1507  161]]

 [[1503  161]]

 [[1499  157]]

 [[1498  153]]

 [[1492  147]]

 [[1489  140]]

 [[1484  135]]

 [[1483  131]]

 [[1487  125]]

 [[1492  127]]

 [[1496  132]]

 [[1499  131]]

 [[1495  124]]

 [[1495  121]]

 [[1486  121]]

 [[1484  125]]

 [[1479  129]]

 [[1476  129]]

 [[1473  126]]

 [[1471  117]]

 [[1468  117]]

 [[1462  108]]]","[1521, 222]",10299.0,1880.88976550515
84,"[[[1503   29]]

 [[1502   32]]

 [[1509   39]]

 [[1510   48]]

 [[1514   53]]

 [[1514   61]]

 [[1508   76]]

 [[1518   76]]

 [[1520   78]]

 [[1524   78]]

 [[1525   71]]

 [[1528   66]]

 [[1525   53]]

 [[1520   43]]

 [[1512   37]]

 [[1512   31]]

 [[1507   31]]]","[1516, 56]",545.0,99.53247132734312
85,"[[[1781  630]]

 [[1779  632]]

 [[1769  630]]

 [[1763  636]]

 [[1756  639]]

 [[1752  646]]

 [[1753  651]]

 [[1757  654]]

 [[1762  654]]

 [[1763  656]]

 [[1768  656]]

 [[1781  644]]

 [[1783  640]]]","[1767, 643]",525.0,95.87990357221126
86,"[[[1795  575]]

 [[1793  587]]

 [[1791  589]]

 [[1791  595]]

 [[1796  604]]

 [[1800  624]]

 [[1807  634]]

 [[1813  636]]

 [[1825  645]]

 [[1828  645]]

 [[1833  650]]

 [[1836  650]]

 [[1843  654]]

 [[1849  654]]

 [[1855  657]]

 [[1868  657]]

 [[1880  647]]

 [[1881  643]]

 [[1876  630]]

 [[1867  619]]

 [[1847  602]]

 [[1844  594]]

 [[1838  588]]

 [[1826  583]]

 [[1818  577]]

 [[1802  569]]

 [[1800  569]]]","[1832, 617]",4383.0,800.4602235371466
87,"[[[1723  493]]

 [[1720  496]]

 [[1720  521]]

 [[1718  523]]

 [[1710  523]]

 [[1704  521]]

 [[1696  522]]

 [[1697  529]]

 [[1694  531]]

 [[1688  541]]

 [[1688  562]]

 [[1692  569]]

 [[1694  569]]

 [[1693  566]]

 [[1696  563]]

 [[1700  552]]

 [[1703  548]]

 [[1707  549]]

 [[1711  553]]

 [[1717  554]]

 [[1721  552]]

 [[1720  547]]

 [[1725  540]]

 [[1728  540]]

 [[1731  544]]

 [[1732  551]]

 [[1739  564]]

 [[1747  572]]

 [[1757  575]]

 [[1762  574]]

 [[1768  569]]

 [[1770  564]]

 [[1770  549]]

 [[1763  538]]

 [[1753  527]]

 [[1749  520]]

 [[1749  513]]

 [[1742  507]]

 [[1740  500]]

 [[1736  495]]

 [[1729  492]]]","[1731, 537]",3418.5,624.3151435459127
88,"[[[1931  477]]

 [[1908  479]]

 [[1903  482]]

 [[1896  483]]

 [[1892  486]]

 [[1887  487]]

 [[1876  495]]

 [[1874  495]]

 [[1868  503]]

 [[1862  508]]

 [[1862  512]]

 [[1860  514]]

 [[1855  515]]

 [[1857  529]]

 [[1853  534]]

 [[1848  536]]

 [[1845  543]]

 [[1845  563]]

 [[1855  581]]

 [[1859  582]]

 [[1887  612]]

 [[1887  614]]

 [[1895  623]]

 [[1895  626]]

 [[1903  643]]

 [[1903  648]]

 [[1905  652]]

 [[1919  664]]

 [[1925  664]]

 [[1933  658]]

 [[1937  652]]

 [[1943  648]]

 [[1950  639]]

 [[1971  619]]

 [[1972  612]]

 [[1978  608]]

 [[1979  575]]

 [[1977  570]]

 [[1978  553]]

 [[1984  537]]

 [[1985  520]]

 [[1987  513]]

 [[1985  504]]

 [[1977  495]]

 [[1975  495]]

 [[1960  481]]

 [[1955  482]]

 [[1952  479]]

 [[1945  478]]

 [[1936  480]]]","[1920, 559]",18157.0,3315.9836364964567
89,"[[[1871  447]]

 [[1863  449]]

 [[1847  463]]

 [[1845  463]]

 [[1823  484]]

 [[1807  505]]

 [[1799  511]]

 [[1790  514]]

 [[1780  513]]

 [[1771  509]]

 [[1762  509]]

 [[1759  511]]

 [[1759  514]]

 [[1763  522]]

 [[1782  549]]

 [[1791  556]]

 [[1797  558]]

 [[1798  560]]

 [[1810  562]]

 [[1839  577]]

 [[1843  577]]

 [[1843  575]]

 [[1834  565]]

 [[1825  546]]

 [[1826  536]]

 [[1831  524]]

 [[1838  514]]

 [[1865  486]]

 [[1866  483]]

 [[1861  478]]

 [[1862  474]]

 [[1866  474]]

 [[1868  476]]

 [[1872  474]]

 [[1881  476]]

 [[1889  472]]

 [[1899  470]]

 [[1899  468]]

 [[1893  466]]

 [[1880  452]]]","[1823, 510]",5480.0,1000.8035649061289
90,"[[[1890  437]]

 [[1890  442]]

 [[1892  446]]

 [[1903  456]]

 [[1911  457]]

 [[1928  453]]

 [[1931  449]]

 [[1930  440]]

 [[1924  434]]

 [[1923  431]]

 [[1918  431]]

 [[1914  437]]

 [[1911  437]]

 [[1906  430]]

 [[1902  430]]]","[1910, 443]",798.5,145.8287676236394
91,"[[[1750  357]]

 [[1736  357]]

 [[1727  367]]

 [[1727  370]]

 [[1725  371]]

 [[1721  380]]

 [[1717  383]]

 [[1707  399]]

 [[1706  406]]

 [[1702  415]]

 [[1702  425]]

 [[1700  429]]

 [[1700  434]]

 [[1705  441]]

 [[1704  449]]

 [[1706  453]]

 [[1716  465]]

 [[1725  461]]

 [[1726  455]]

 [[1734  442]]

 [[1736  442]]

 [[1740  447]]

 [[1743  446]]

 [[1745  440]]

 [[1750  434]]

 [[1754  424]]

 [[1757  421]]

 [[1761  407]]

 [[1765  403]]

 [[1765  400]]

 [[1767  398]]

 [[1767  393]]

 [[1764  387]]

 [[1756  387]]

 [[1752  382]]

 [[1752  377]]

 [[1756  375]]

 [[1761  378]]

 [[1765  383]]

 [[1768  382]]

 [[1768  377]]

 [[1760  368]]

 [[1758  361]]]","[1732, 408]",4415.0,806.3043319453575
